1.699898071289e+02,1.836681976318e+02,2.193802337646e+02,1.453541015625e+03,1.087806762695e+03,6.170057373047e+02,3.334828796387e+02,2.699533203125e+03,6.950516835786e-04,1.338514357485e-05,3.630634069443e+00,8.169401168823e+00,-1.170748770237e-01,2.426904916763e+00,6.129093627930e+02,2.285665646195e-02,3.439977020025e-02
1.682192230225e+02,1.867148437500e+02,2.326214599609e+02,3.800886535645e+02,3.489600830078e+02,3.446296386719e+02,3.426622619629e+02,9.295245361328e+02,-7.407342200167e-04,7.861467565817e-06,3.279922485352e+00,5.374561309814e+00,1.948522329330e-01,2.321452379227e+00,5.766245727539e+02,2.807820215821e-02,4.933641478419e-02
1.026698684692e+02,1.135192337036e+02,1.482371826172e+02,2.141362060547e+03,3.046633300781e+03,5.216958007812e+03,2.138236236572e+02,1.008631152344e+04,-3.892107168213e-03,8.097378668026e-06,8.349729537964e+00,1.385646057129e+01,2.703529596329e+00,3.281163930893e+00,8.228921508789e+02,0.000000000000e+00,0.000000000000e+00
1.866470184326e+02,2.078542480469e+02,2.386851043701e+02,7.374870605469e+02,6.167089843750e+02,6.287128295898e+02,3.679105529785e+02,1.636344116211e+03,2.614000113681e-04,4.000069384347e-05,5.599373340607e+00,2.341798782349e+01,-3.406294286251e-01,2.328102827072e+00,5.896064453125e+02,1.970212757587e-01,1.582039892673e-01
2.153682556152e+02,2.311684875488e+02,2.430754089355e+02,8.307721557617e+02,7.081766967773e+02,5.039511413574e+02,3.990343017578e+02,1.729776611328e+03,1.778298319550e-04,3.362834831933e-05,4.069775581360e+00,1.861235237122e+01,-2.803739607334e-01,2.157912254333e+00,5.539766235352e+02,2.745003402233e-01,3.656069040298e-01
2.272175140381e+02,2.355569000244e+02,2.397096252441e+02,1.035873901367e+03,8.459202880859e+02,7.000536499023e+02,4.060224914551e+02,2.310429199219e+03,3.727982111741e-04,4.870448537986e-05,4.810466289520e+00,2.693001174927e+01,-4.275142848492e-01,2.591294050217e+00,6.438624877930e+02,2.243954837322e-01,3.909150362015e-01
2.086357574463e+02,2.165291442871e+02,2.232370605469e+02,2.500527587891e+03,2.204066650391e+03,1.894137329102e+03,3.751779174805e+02,6.083900390625e+03,9.009615168907e-04,8.328155672643e-05,8.792181015015e+00,5.794501113892e+01,-8.765405416489e-01,2.900380134583e+00,7.124373168945e+02,1.204767078161e-01,1.748677790165e-01
2.071275634766e+02,2.209055480957e+02,2.446695251465e+02,6.627716674805e+02,4.160496520996e+02,1.989229278564e+02,3.897416381836e+02,9.424245605469e+02,1.110702170990e-03,1.119755415857e-05,5.075455665588e+00,2.397117614746e+01,-5.356320738792e-01,1.960231184959e+00,5.024176635742e+02,9.931840002537e-03,9.833192452788e-03
4.822757720947e+01,4.844894409180e+01,4.292527770996e+01,2.424240570068e+02,2.277316894531e+02,2.268918304443e+02,8.112866210938e+01,6.309782104492e+02,-1.640759641305e-03,6.184029189171e-05,3.544310569763e+00,2.212421417236e+01,5.469290614128e-01,2.811992883682e+00,7.235958862305e+02,3.743016719818e-01,5.248588323593e-01
7.194125366211e+01,7.108538818359e+01,6.395648574829e+01,4.457289733887e+02,4.207960205078e+02,5.037762756348e+02,1.201999893188e+02,1.242850585938e+03,8.518440154148e-05,4.315016849432e-05,4.303220272064e+00,2.647035980225e+01,1.642574518919e-01,2.750877380371e+00,6.756588745117e+02,2.918263077736e-01,4.104587733746e-01
7.405204010010e+01,7.364546966553e+01,6.575962066650e+01,6.418184814453e+02,6.168040771484e+02,6.007476196289e+02,1.238611450195e+02,1.750001342773e+03,-1.081119640730e-03,2.522190516174e-05,5.417279243469e+00,1.716577148438e+01,7.052723765373e-01,2.893019199371e+00,7.224432983398e+02,5.471118092537e-01,6.221306324005e-01
8.855696105957e+01,9.401265716553e+01,8.065822601318e+01,4.973859252930e+02,4.179619140625e+02,1.921236419678e+02,1.529555816650e+02,8.985288696289e+02,1.519438228570e-03,2.312385913683e-05,4.616423130035e+00,4.786991119385e+00,4.281796813011e-01,8.719276785851e-01,4.910196363926e-01,0.000000000000e+00,0.000000000000e+00
1.864575500488e+02,1.986745300293e+02,2.126273651123e+02,2.262804443359e+03,2.030058837891e+03,1.915139160156e+03,3.464013366699e+02,5.662559082031e+03,2.322552166879e-02,5.458023515530e-04,1.268835639954e+01,1.988236808777e+01,-4.343232631683e+00,-1.941420197487e+00,3.025646057129e+02,0.000000000000e+00,0.000000000000e+00
1.707511596680e+02,1.789677429199e+02,1.922534637451e+02,1.244269042969e+03,8.273208618164e+02,1.134152099609e+03,3.146690368652e+02,2.335947265625e+03,5.250801797956e-03,8.831732702674e-05,1.479243278503e+01,2.519205665588e+01,-1.834218502045e+00,2.165530443192e+00,3.173259582520e+02,0.000000000000e+00,0.000000000000e+00
8.931818389893e+01,9.657791900635e+01,8.718830871582e+01,6.069963378906e+02,3.849712524414e+02,3.857109069824e+02,1.585369567871e+02,1.150509155273e+03,9.049337822944e-04,5.323441200744e-06,1.218586254120e+01,3.013231468201e+01,-2.785679101944e-01,2.326719284058e+00,4.153303222656e+02,0.000000000000e+00,0.000000000000e+00
2.352172088623e+02,2.412199401855e+02,2.489084625244e+02,3.657033081055e+02,2.462511138916e+02,8.348474121094e+01,4.190859680176e+02,5.320043334961e+02,2.177869668230e-03,1.347664874629e-05,4.627086639404e+00,8.078337669373e+00,-6.454798579216e-01,1.378155708313e+00,3.530930175781e+02,0.000000000000e+00,0.000000000000e+00
8.557142639160e+01,9.533613586426e+01,1.023109207153e+02,1.139572875977e+03,1.586324829102e+03,2.417104492188e+03,1.650425415039e+02,4.782947265625e+03,-1.582270860672e-02,9.760978864506e-04,1.146888923645e+01,1.035598754883e+01,2.607202768326e+00,3.517965555191e+00,1.084215454102e+03,0.000000000000e+00,0.000000000000e+00
2.344888916016e+02,2.486296234131e+02,2.482888946533e+02,2.913758239746e+02,3.750729751587e+01,1.221462402344e+02,4.226407165527e+02,2.751788940430e+02,2.923690341413e-02,6.805653101765e-04,1.247587776184e+01,2.418470001221e+01,-4.940561294556e+00,-3.055191516876e+00,4.711744079590e+02,0.000000000000e+00,0.000000000000e+00
2.487088623047e+02,2.527721557617e+02,2.519240570068e+02,2.028232574463e+01,6.316270232201e-01,7.018113881350e-02,4.350018310547e+02,9.918811798096e+00,9.233032353222e-03,4.103954415768e-05,3.113376379013e+00,2.200379133224e+00,-1.012665271759e+00,-2.302968651056e-01,3.633609786630e-02,0.000000000000e+00,0.000000000000e+00
2.323431396484e+02,2.465392150879e+02,2.475000000000e+02,1.068137512207e+02,1.016210250854e+02,1.707990417480e+02,4.196413269043e+02,3.013585510254e+02,2.836487954482e-03,9.261731975130e-06,2.668500423431e+00,5.273546576500e-01,-4.802639186382e-01,5.008857727051e+00,1.251005493164e+03,4.411764740944e-01,2.465398460627e-01
9.018716430664e+01,8.713368988037e+01,9.648128509521e+01,3.790290222168e+02,3.804473266602e+02,4.626027221680e+02,1.589098968506e+02,1.004359619141e+03,-2.687162347138e-02,7.328453357331e-04,9.418375015259e+00,1.049464416504e+01,3.866395711899e+00,2.758618891239e-01,6.747307128906e+02,0.000000000000e+00,0.000000000000e+00
