1.688447265625e+02,2.024274139404e+02,2.477117156982e+02,3.941156005859e+02,4.477963256836e+02,1.393153533936e+02,3.621594238281e+02,6.797982788086e+02,-2.099674020428e-04,3.185632749592e-06,1.707324504852e+00,2.280421018600e+00,7.978907227516e-02,2.227492332458e+00,5.618129272461e+02,5.875390022993e-02,5.530185624957e-02
2.066890106201e+02,2.374340057373e+02,2.516320190430e+02,2.439477691650e+02,1.323013763428e+02,5.692436218262e+00,4.032324218750e+02,2.078137969971e+02,8.559707930544e-05,4.790378625330e-06,1.451171398163e+00,9.837864637375e-01,-1.973927393556e-02,2.118438005447e+00,5.372796020508e+02,1.872592046857e-02,2.052560821176e-02
2.388026123047e+02,2.502990875244e+02,2.512890167236e+02,4.563646545410e+02,1.341908264160e+02,7.953456878662e+01,4.278440856934e+02,4.514545288086e+02,-9.203767149302e-06,1.752641196617e-07,1.854555130005e+00,2.332605934143e+01,-1.920396834612e-01,1.646233081818e+00,4.195910034180e+02,2.706726081669e-04,2.705926599447e-04
2.457709655762e+02,2.512204742432e+02,2.499642333984e+02,3.388344116211e+02,2.503914794922e+02,2.097450866699e+02,4.313724670410e+02,7.247606201172e+02,1.067338234861e-05,9.124836992669e-07,3.346510887146e+00,5.496456146240e+01,-4.764982461929e-01,9.685332775116e-01,2.562796325684e+02,1.829692870378e-01,1.494914293289e-01
2.409000244141e+02,2.461212005615e+02,2.452646179199e+02,1.158089233398e+03,1.077651977539e+03,9.680347290039e+02,4.229595336914e+02,3.081980224609e+03,4.040733037982e-04,1.049139154929e-05,5.266567230225e+00,8.089015960693e+01,-6.677083969116e-01,4.138966751099e+01,8.858394531250e+03,5.438499450684e-01,2.480769902468e-01
2.781249618530e+01,2.975409317017e+01,2.993992614746e+01,2.690011901855e+02,2.832070922852e+02,3.997622375488e+02,5.109843826294e+01,8.963204956055e+02,-4.242425202392e-04,2.829834784279e-06,5.091823101044e+00,5.067727661133e+01,6.958619356155e-01,2.572214841843e+00,6.283269042969e+02,2.896090745926e-01,2.057359516621e-01
2.428265686035e+02,2.504747619629e+02,2.506389465332e+02,2.772085876465e+02,1.372508850098e+02,7.290656280518e+01,4.297081604004e+02,3.725518493652e+02,1.502003433416e-04,2.033000782831e-06,2.542895793915e+00,2.223720169067e+01,-3.192434310913e-01,1.731814980507e+00,4.392628479004e+02,4.533960949630e-03,4.513416439295e-03
2.184746246338e+02,2.383294677734e+02,2.471563415527e+02,6.771833496094e+02,5.827623291016e+02,4.479969482422e+02,4.073082885742e+02,1.428545532227e+03,1.024486773531e-04,2.253828097309e-05,3.510487318039e+00,1.480370044708e+01,-2.713424563408e-01,2.052744626999e+00,5.216867675781e+02,0.000000000000e+00,0.000000000000e+00
3.277785491943e+01,3.607409286499e+01,3.308808898926e+01,2.133347778320e+02,2.228325042725e+02,2.451399383545e+02,5.940744781494e+01,6.228351440430e+02,-8.217585855164e-04,6.188333827595e-06,6.184574604034e+00,4.961081314087e+01,8.989048004150e-01,2.225967168808e+00,5.661238403320e+02,1.248627901077e-02,1.233036722988e-02
1.362241363525e+02,1.385402374268e+02,1.617931060791e+02,1.697702270508e+03,2.495581542969e+03,3.761716308594e+03,2.538114624023e+02,7.462168945312e+03,-3.234817413613e-03,5.624644472846e-05,1.347362327576e+01,6.932985305786e+00,1.256782531738e+00,3.896906375885e+00,1.090989624023e+03,0.000000000000e+00,0.000000000000e+00
