1.731816864014e+02,1.876677246094e+02,1.781916046143e+02,3.284907226562e+03,2.772878662109e+03,3.366595214844e+03,3.128040161133e+02,8.540988281250e+03,4.449841100723e-03,1.568381267134e-04,9.162113189697e+00,1.554611396790e+01,-7.767387032509e-01,2.794238805771e+00,6.986159667969e+02,2.652181982994e-01,1.948775202036e-01
9.682592010498e+01,1.129977188110e+02,8.405178833008e+01,7.441473388672e+02,8.865826416016e+02,5.254282836914e+02,1.714679107666e+02,1.961285522461e+03,-2.352760930080e-04,4.953216921422e-05,4.357820034027e+00,8.093063354492e+00,2.090213149786e-01,2.865506410599e+00,7.194472656250e+02,4.905436038971e-01,2.499103844166e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.361153869629e+02,1.606282043457e+02,1.137179489136e+02,2.006916503906e+02,2.337723846436e+02,2.025229797363e+02,2.395793457031e+02,4.993497009277e+02,1.121945446357e-03,1.000425618258e-05,3.222690820694e+00,2.198360443115e+00,-6.597049236298e-01,3.200406789780e+00,8.214147949219e+02,1.025641039014e-01,9.204471111298e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.481030578613e+02,1.713731689453e+02,1.222749099731e+02,1.268896484375e+03,1.440315063477e+03,9.237259521484e+02,2.578746032715e+02,3.385780761719e+03,9.624903759686e-05,9.930862142937e-05,5.284836292267e+00,1.154522037506e+01,-2.693032845855e-02,2.924131631851e+00,7.293942260742e+02,9.635436534882e-02,8.707021921873e-02
1.013333358765e+02,1.137811431885e+02,9.208417510986e+01,8.960474243164e+02,1.015207885742e+03,7.313159790039e+02,1.785527343750e+02,2.455550292969e+03,-8.116957731545e-03,2.141437580576e-04,6.882557868958e+00,1.294630336761e+01,1.700362920761e+00,2.740163803101e+00,8.690749511719e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.470439453125e+02,2.518481597900e+02,2.488954467773e+02,2.396899261475e+02,1.014370040894e+02,9.442433929443e+01,4.318532409668e+02,3.562900085449e+02,3.044999320991e-04,3.894949713867e-06,1.846559524536e+00,1.223033332825e+01,-2.373518794775e-01,6.115111708641e-01,1.551380462646e+02,0.000000000000e+00,0.000000000000e+00
2.438924560547e+02,2.495001678467e+02,2.427911529541e+02,5.045912780762e+02,2.689886779785e+02,7.283530273438e+02,4.253271484375e+02,1.289717163086e+03,1.025461606332e-04,4.718935088022e-06,1.623115062714e+00,1.236654567719e+01,-1.773260384798e-01,6.474343538284e-01,1.624782714844e+02,0.000000000000e+00,0.000000000000e+00
2.480655822754e+02,2.523643035889e+02,2.477283630371e+02,1.532033538818e+02,6.736389160156e+01,1.700900115967e+02,4.320734558105e+02,3.062012634277e+02,6.738428055542e-05,9.074330478143e-07,1.989989042282e+00,1.626295471191e+01,-2.633384466171e-01,6.326511502266e-01,1.603973999023e+02,1.660190671682e-01,1.556472331285e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.815611572266e+02,1.955467681885e+02,1.834963989258e+02,1.291210693359e+03,1.264276733398e+03,1.668322387695e+03,3.250125732422e+02,3.464582763672e+03,9.153418242931e-03,1.825554063544e-04,6.846932411194e+00,8.150608062744e+00,-2.060729026794e+00,9.404408931732e-01,4.559324951172e+02,6.474819779396e-02,6.055590510368e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
