9.946821594238e+01,9.529125976562e+01,1.003447341919e+02,5.349397460938e+03,5.630997070312e+03,5.788517578125e+03,1.716878204346e+02,1.633524707031e+04,1.173676922917e-03,2.555719038355e-05,1.044663715363e+01,7.687720489502e+01,-1.373424679041e-01,1.359603404999e+00,3.491761474609e+02,7.885699272156e-01,2.896791100502e-01
2.499219512939e+02,2.513432464600e+02,2.451933898926e+02,1.337035217285e+02,1.053549346924e+02,1.345818328857e+02,4.309946289062e+02,3.271672668457e+02,7.756655395497e-05,2.808833642121e-06,1.644388079643e+00,1.810668373108e+01,-2.551371157169e-01,4.174247980118e-01,1.110989913940e+02,3.985464572906e-01,2.397073656321e-01
2.511563415527e+02,2.523476715088e+02,2.463490905762e+02,5.571744918823e+01,4.111389160156e+01,4.681812667847e+01,4.329206848145e+02,1.328283538818e+02,1.147357761511e-05,4.658832892801e-07,5.612574815750e-01,4.212194919586e+00,-6.979242712259e-02,1.503809839487e-01,3.348820114136e+01,1.923052221537e-01,1.553239673376e-01
2.457058563232e+02,2.460260162354e+02,2.385213165283e+02,4.671104431152e+02,5.135708007812e+02,6.336043701172e+02,4.218757934570e+02,1.415342529297e+03,-6.743752746843e-04,6.927783397259e-05,2.964141845703e+00,2.667192649841e+01,-2.658040225506e-01,1.874469161034e+00,4.738748474121e+02,1.055826023221e-01,1.000378951430e-01
5.352529907227e+01,4.217192840576e+01,4.206867599487e+01,6.046150512695e+02,3.141575927734e+02,4.813952941895e+02,8.087702178955e+01,1.272043334961e+03,-1.881320495158e-04,5.412146606432e-07,5.093433380127e+00,5.223936462402e+01,6.476537585258e-01,2.087460994720e+00,5.417650146484e+02,4.805709719658e-01,2.496224641800e-01
6.418277740479e+01,5.011593246460e+01,4.536043548584e+01,3.785570373535e+02,1.881221160889e+02,1.530904388428e+02,9.355576324463e+01,6.553029785156e+02,-7.142791582737e-05,5.756185146311e-07,2.625094175339e+00,1.685183715820e+01,2.266044914722e-01,2.561020135880e+00,6.457794799805e+02,9.993248581886e-01,6.746920989826e-04
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
3.563441085815e+01,3.253724288940e+01,3.407666778564e+01,1.897409210205e+02,1.826269378662e+02,1.277204971313e+02,5.930517959595e+01,4.730898437500e+02,-4.793474727194e-05,2.528933237045e-06,3.101065874100e+00,1.773994827271e+01,4.163858890533e-01,1.882858753204e+00,4.671567382812e+02,7.129156589508e-01,3.067744076252e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
