2.452784881592e+02,2.512653198242e+02,2.488065795898e+02,3.131368408203e+02,1.316999359131e+02,1.167964248657e+02,4.304903259277e+02,4.550937805176e+02,4.504423704930e-04,8.077542588580e-06,2.755569458008e+00,2.755077171326e+01,-3.909728229046e-01,1.465566754341e+00,3.639830322266e+02,0.000000000000e+00,0.000000000000e+00
2.426932830811e+02,2.501865692139e+02,2.470205993652e+02,5.941858520508e+02,3.933068237305e+02,5.053848571777e+02,4.273728942871e+02,1.369994628906e+03,1.704567257548e-04,3.486704144962e-06,1.740547537804e+00,1.812367630005e+01,-1.450468152761e-01,8.941547870636e-01,2.253039093018e+02,0.000000000000e+00,0.000000000000e+00
2.321576538086e+02,2.486801452637e+02,2.469475860596e+02,7.792625122070e+02,4.428317260742e+02,4.264590454102e+02,4.207484741211e+02,1.355076049805e+03,5.349998900783e-05,8.540765520593e-06,2.276467561722e+00,1.615078544617e+01,-1.648032516241e-01,1.639072656631e+00,4.196149597168e+02,3.358413279057e-01,2.230521291494e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.067962036133e+02,1.288184509277e+02,1.487409210205e+02,2.137530273438e+03,2.911520996094e+03,4.031789550781e+03,2.254497222900e+02,8.376458984375e+03,1.066541997716e-03,2.206693607150e-04,1.162674522400e+01,2.270777130127e+01,-2.290621101856e-01,1.939748883247e+00,5.308221435547e+02,8.390579223633e-01,1.350397169590e-01
3.274975204468e+01,3.738645553589e+01,3.487805938721e+01,2.841305236816e+02,3.567929382324e+02,5.949981689453e+02,6.156898880005e+01,1.131735595703e+03,-6.999082688708e-05,3.493381882436e-05,3.608359336853e+00,1.312953281403e+01,3.096819221973e-01,2.736611604691e+00,6.759497680664e+02,7.979139685631e-01,2.453030794859e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
