2.483777618408e+02,2.518275909424e+02,2.497008972168e+02,2.502641448975e+02,2.294148254395e+02,2.237006530762e+02,4.329663696289e+02,6.668214111328e+02,4.192587221041e-04,9.966088327928e-06,1.819659709930e+00,1.718665695190e+01,-2.994707524776e-01,4.316570162773e-01,1.142077102661e+02,0.000000000000e+00,0.000000000000e+00
2.479365997314e+02,2.511828002930e+02,2.493715972900e+02,3.868882751465e+02,3.600091247559e+02,3.328132934570e+02,4.321260070801e+02,1.059422241211e+03,3.223468229407e-05,8.250060545834e-07,1.408188819885e+00,1.587161922455e+01,-1.665464639664e-01,3.849811553955e-01,9.737477874756e+01,0.000000000000e+00,0.000000000000e+00
2.503329772949e+02,2.535147399902e+02,2.515908355713e+02,4.228608703613e+01,3.149068260193e+01,3.100617790222e+01,4.361228332520e+02,9.537136077881e+01,1.409802462149e-05,9.282667079447e-09,1.101268172264e+00,1.405736160278e+01,-1.745204478502e-01,2.112949341536e-01,5.362080001831e+01,3.384234383702e-03,3.372789127752e-03
2.484577636719e+02,2.522231903076e+02,2.505130615234e+02,2.202034606934e+02,1.852407226562e+02,1.379695892334e+02,4.336967773438e+02,5.153337402344e+02,1.886659993033e-05,1.488605683164e-08,1.607435345650e+00,2.510033798218e+01,-2.113331854343e-01,6.082861423492e-01,1.541788940430e+02,9.422367438674e-03,1.588826812804e-02
2.322577056885e+02,2.510947723389e+02,2.511876525879e+02,4.633588256836e+02,9.234671020508e+01,5.398908615112e+01,4.246341857910e+02,3.516579895020e+02,1.616218942218e-04,4.287501838007e-07,2.929144382477e+00,3.134427452087e+01,-3.457003533840e-01,2.325196266174e+00,5.893808593750e+02,1.225836924277e-03,1.224349020049e-03
2.005105895996e+02,2.309989929199e+02,2.485611419678e+02,9.856362915039e+02,4.611480712891e+02,1.922230072021e+02,3.948360900879e+02,1.076837524414e+03,2.392278547632e-04,1.072533564184e-06,4.066915988922e+00,3.321651840210e+01,-2.850981056690e-01,1.929619789124e+00,4.872025756836e+02,4.279279150069e-03,4.260961432010e-03
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
