1.146628646851e+02,1.317519073486e+02,9.394779968262e+01,2.386355468750e+03,2.798755371094e+03,1.760997192383e+03,1.991112060547e+02,6.634066894531e+03,1.307551166974e-03,1.749448856572e-04,6.702509403229e+00,1.184202003479e+01,-6.535868346691e-02,2.855655193329e+00,7.144000244141e+02,5.900074839592e-01,2.418985068798e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.068303375244e+02,1.185787506104e+02,9.115169525146e+01,1.445471313477e+03,1.697424682617e+03,1.202711303711e+03,1.845601959229e+02,4.066471679688e+03,-1.903489581309e-03,1.010347477859e-04,5.527565956116e+00,9.979873657227e+00,4.492619931698e-01,2.871798276901e+00,7.132490844727e+02,1.160116195679e-01,1.025528982282e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.477520751953e+02,2.506233520508e+02,2.474000396729e+02,2.846564025879e+02,1.167034072876e+02,1.536403198242e+02,4.306915893555e+02,4.843162231445e+02,1.933281164384e-04,1.041078803610e-06,2.251514196396e+00,1.861835670471e+01,-2.856286764145e-01,4.979557991028e-01,1.294638214111e+02,0.000000000000e+00,0.000000000000e+00
2.493125762939e+02,2.515222320557e+02,2.472490692139e+02,1.643097534180e+02,6.605770111084e+01,1.874519805908e+02,4.320325622559e+02,3.451192016602e+02,4.231958155287e-05,1.830500480082e-07,1.566465258598e+00,1.501581096649e+01,-2.049516290426e-01,3.981134593487e-01,1.006802368164e+02,0.000000000000e+00,0.000000000000e+00
2.469520416260e+02,2.494937133789e+02,2.450378265381e+02,3.291081237793e+02,2.049526214600e+02,2.749227600098e+02,4.282298278809e+02,7.132623291016e+02,1.493878371548e-04,4.686839929491e-06,2.383733749390e+00,1.599577045441e+01,-2.747188508511e-01,1.016803026199e+00,2.537897644043e+02,2.093745768070e-02,2.049909904599e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
7.182906341553e+01,8.396581268311e+01,6.646154022217e+01,3.726203002930e+02,3.748703613281e+02,3.757015075684e+02,1.295929412842e+02,9.556602783203e+02,-3.733685938641e-03,1.650730882830e-05,3.372116565704e+00,2.707765817642e+00,1.176278233528e+00,4.141681194305e+00,1.092881835938e+03,1.025641039014e-01,9.204467386007e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
