9.314560699463e+01,1.098813476562e+02,9.140986633301e+01,9.759189453125e+02,1.227954711914e+03,1.094348388672e+03,1.713563537598e+02,3.040073974609e+03,-3.904792538378e-04,9.026982297655e-06,7.518502235413e+00,2.361017417908e+01,5.125454068184e-01,2.293529748917e+00,5.738394165039e+02,6.938627958298e-01,2.249325066805e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.494434967041e+02,2.525274353027e+02,2.496015167236e+02,1.605496826172e+02,6.931143951416e+01,6.849340820312e+01,4.339367370605e+02,2.505472412109e+02,1.048865306075e-04,6.436175112867e-07,1.383242726326e+00,1.468891239166e+01,-1.897886544466e-01,2.465496808290e-01,6.400582885742e+01,2.900948822498e-01,2.059397399426e-01
2.520000000000e+02,2.540000000000e+02,2.510000000000e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.370121765137e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.456822812746e-06,0.000000000000e+00,6.938893903907e-16,-1.203706215242e-31,0.000000000000e+00,2.110667340457e-02,2.066119015217e-02
2.496512145996e+02,2.516089019775e+02,2.487859039307e+02,1.795874023438e+02,1.786887512207e+02,1.690678863525e+02,4.330426940918e+02,4.902669067383e+02,8.412844908889e-05,1.589528096702e-06,1.761551260948e+00,2.364041328430e+01,-2.447301447392e-01,4.173747599125e-01,9.945789337158e+01,4.153190255165e-01,2.428289800882e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
5.571894454956e+01,5.870220565796e+01,6.282571029663e+01,1.552057006836e+03,1.612698486328e+03,2.216133789062e+03,1.035179901123e+02,5.162249023438e+03,3.266644198447e-04,1.410008553648e-04,8.530417442322e+00,4.787553024292e+01,6.544530391693e-01,2.627006292343e+00,6.445044555664e+02,8.806809782982e-01,3.189028799534e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.989120292664e+01,3.375989913940e+01,3.071306991577e+01,1.513880920410e+02,1.942978057861e+02,1.838929290771e+02,5.472670745850e+01,5.107445983887e+02,2.807747514453e-04,7.925428690214e-06,1.274110913277e+00,8.609246611595e-01,7.415436208248e-03,2.647570848465e+00,6.681077880859e+02,6.948482394218e-01,6.689192056656e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
