8.307322692871e+01,9.480841064453e+01,7.222334289551e+01,1.105306152344e+03,1.270835327148e+03,9.147269287109e+02,1.456483154297e+02,3.183062744141e+03,-5.593732930720e-04,1.996424543904e-05,5.078372478485e+00,2.216792297363e+01,3.726003170013e-01,2.618553876877e+00,6.672333984375e+02,5.759953637607e-04,5.756701575592e-04
2.476782836914e+02,2.509936828613e+02,2.467943572998e+02,2.953959655762e+02,1.703874511719e+02,1.997137756348e+02,4.304934387207e+02,6.012178955078e+02,2.657948643900e-04,1.729245127535e-06,3.829149484634e+00,4.339900588989e+01,-5.640807151794e-01,7.144623994827e-01,1.842814941406e+02,0.000000000000e+00,0.000000000000e+00
2.474815673828e+02,2.508718719482e+02,2.467711334229e+02,4.008963623047e+02,2.446060333252e+02,2.994874877930e+02,4.303059997559e+02,8.721950073242e+02,1.247732143383e-04,1.167146706393e-06,2.888833045959e+00,3.291017150879e+01,-3.798750340939e-01,6.249264478683e-01,1.594704742432e+02,0.000000000000e+00,0.000000000000e+00
2.500387573242e+02,2.526639099121e+02,2.485287933350e+02,1.353465270996e+02,9.063466644287e+01,9.208630371094e+01,4.337792663574e+02,2.893509826660e+02,5.598625284620e-05,1.062292724896e-07,2.205908536911e+00,2.583118247986e+01,-3.432151079178e-01,4.239064455032e-01,1.071415100098e+02,0.000000000000e+00,0.000000000000e+00
2.364342956543e+02,2.412814331055e+02,2.373735351562e+02,1.230263061523e+03,9.629314575195e+02,9.952371826172e+02,4.131502380371e+02,2.967487304688e+03,6.690551526845e-04,1.697501102171e-05,5.364358425140e+00,4.048351669312e+01,-5.899180173874e-01,1.175228834152e+00,3.100888977051e+02,1.239815843292e-03,1.238277065568e-03
3.875471115112e+01,4.585918045044e+01,3.880364990234e+01,2.483117370605e+02,3.249137573242e+02,2.152328033447e+02,7.164807128906e+01,7.649317626953e+02,1.673947699601e-04,1.221813181473e-05,2.263198375702e+00,5.029332637787e+00,9.876400977373e-02,2.701619863510e+00,6.798643188477e+02,5.469843745232e-01,2.477924972773e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.021390762329e+02,1.166622543335e+02,1.084569549561e+02,3.704509887695e+02,3.199985656738e+02,8.317583007812e+02,1.902436676025e+02,1.134939575195e+03,-1.964450493688e-04,2.447890892654e-06,1.836022567749e+01,1.246058464050e+01,1.237993359566e+00,1.522287130356e+00,4.243513183594e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
8.398072052002e+01,9.261711120605e+01,7.856718444824e+01,9.791471557617e+02,1.094952392578e+03,1.061324096680e+03,1.485639648438e+02,2.867575195312e+03,-1.094331615604e-03,3.578016912797e-05,6.908011436462e+00,3.249963378906e+01,8.359134197235e-01,2.872256278992e+00,7.051033325195e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
