3.244236373901e+01,3.142073440552e+01,2.664161491394e+01,2.985083007812e+02,2.473901519775e+02,1.527538452148e+02,5.268327713013e+01,6.728678588867e+02,-2.509411424398e-04,3.659399908429e-06,2.466642618179e+00,3.783365964890e+00,1.561776697636e-01,2.464413881302e+00,6.224070434570e+02,2.126631140709e-02,2.081404626369e-02
4.581929016113e+01,4.246596908569e+01,3.641661071777e+01,4.950575561523e+02,4.223647460938e+02,2.790784606934e+02,7.273706054688e+01,1.134889038086e+03,-1.373534323648e-04,4.806050583284e-06,2.813143491745e+00,6.233182907104e+00,1.978550553322e-01,2.522397756577e+00,6.405111083984e+02,0.000000000000e+00,0.000000000000e+00
6.678080749512e+01,6.896835327148e+01,5.387845230103e+01,9.602970581055e+02,9.124060058594e+02,7.260480346680e+02,1.107591552734e+02,2.450434570312e+03,-3.434661193751e-04,5.406006312114e-05,5.365139484406e+00,2.108501052856e+01,4.654824733734e-01,2.517471313477e+00,6.276301879883e+02,3.771043941379e-02,3.628834709525e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.087549743652e+02,2.145099334717e+02,2.129470214844e+02,3.536536376953e+03,3.055835449219e+03,3.580434814453e+03,3.679721069336e+02,9.708213867188e+03,1.582671655342e-03,1.493896525062e-05,1.466816139221e+01,4.522493743896e+01,-2.040504217148e+00,3.081818580627e+00,8.532820434570e+02,2.913907356560e-02,5.742910131812e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
