2.520000000000e+02,2.540000000000e+02,2.520000000000e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.376367797852e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.741719072219e-06,0.000000000000e+00,5.967448757360e-15,-8.903412384880e-30,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.520000000000e+02,2.540000000000e+02,2.520000000000e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.376851196289e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.741685648289e-06,0.000000000000e+00,5.967448757360e-15,-8.903671181716e-30,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.466485443115e+02,2.538625640869e+02,2.520000000000e+02,1.442612609863e+02,3.505837619305e-01,0.000000000000e+00,4.346451721191e+02,4.664923095703e+01,2.784116475141e-07,2.244154373443e-08,4.736005663872e-01,5.651702284813e-01,-1.404505223036e-02,6.612917184830e-01,1.681826934814e+02,0.000000000000e+00,0.000000000000e+00
1.992172546387e+02,2.410405426025e+02,2.514904022217e+02,2.665707092285e+02,1.532198944092e+02,5.278005599976e+00,4.015418701172e+02,2.300704650879e+02,-6.572419079021e-05,4.148990626618e-07,1.539795041084e+00,1.063594222069e+00,4.395381361246e-02,2.101533889771e+00,5.314158325195e+02,1.872834516689e-03,1.869337051176e-03
1.536018981934e+02,1.977432403564e+02,2.497592010498e+02,1.458105621338e+02,1.176966400146e+02,5.809838485718e+01,3.538562622070e+02,1.717548065186e+02,-9.673090244178e-05,2.829990819464e-07,1.663333535194e+00,3.292390823364e+00,9.410939365625e-02,2.107835531235e+00,5.289518432617e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.048690490723e+02,2.365079345703e+02,2.500694427490e+02,5.126403198242e+02,2.511708068848e+02,2.141778755188e+01,4.009400939941e+02,4.734486999512e+02,1.090739970095e-03,7.487366019632e-06,4.568462848663e+00,1.558558106422e+00,-4.074212312698e-01,1.983797311783e+00,5.116514892578e+02,0.000000000000e+00,0.000000000000e+00
1.987416687012e+02,2.285055541992e+02,2.468319396973e+02,2.063668457031e+03,9.457213134766e+02,4.330960998535e+02,3.920166625977e+02,2.408728027344e+03,4.132391477469e-04,5.252742084849e-06,5.092110633850e+00,2.554414176941e+01,-4.388469457626e-01,1.988729476929e+00,5.008728027344e+02,1.415740605444e-02,1.395696587861e-02
