2.418674468994e+02,2.527640228271e+02,2.500975646973e+02,3.378833923340e+02,8.407904815674e+01,7.324848175049e+01,4.303045043945e+02,3.119913940430e+02,2.991074688907e-05,7.859658524012e-08,2.121513843536e+00,2.801499938965e+01,-2.656857371330e-01,1.330822944641e+00,3.370443420410e+02,4.293805919588e-03,4.275376442820e-03
2.450806274414e+02,2.520563812256e+02,2.494731140137e+02,3.576271667480e+02,2.119813690186e+02,1.624459533691e+02,4.312390136719e+02,6.359825439453e+02,1.093099708669e-04,7.668969601582e-07,2.323210239410e+00,3.047915077209e+01,-3.148463666439e-01,8.848429322243e-01,2.229313354492e+02,3.901532851160e-03,3.886286402121e-03
2.175467987061e+02,2.497976989746e+02,2.478361816406e+02,7.294304199219e+02,3.393266296387e+02,3.842964782715e+02,4.142344970703e+02,1.050135253906e+03,3.914486442227e-04,3.441391527303e-06,3.456916809082e+00,3.250384902954e+01,-3.712090849876e-01,1.973181009293e+00,5.092995910645e+02,1.891447347589e-03,1.887855585665e-03
1.287411499023e+02,1.489315490723e+02,1.513438262939e+02,1.323627197266e+03,1.890957885742e+03,2.771442626953e+03,2.496495361328e+02,5.320903808594e+03,3.245957661420e-03,1.674642116996e-04,1.111453628540e+01,3.167331314087e+01,-7.996041774750e-01,3.966186523438e+00,1.010116455078e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
9.263340759277e+01,9.938514709473e+01,7.466125488281e+01,4.806914978027e+02,4.807008056641e+02,3.300198669434e+02,1.555692443848e+02,1.122302246094e+03,-3.602049837355e-04,2.148563908122e-05,3.709343194962e+00,4.030319690704e+00,5.114616081119e-02,3.675409078598e+00,8.908624267578e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
6.272254180908e+01,6.178034591675e+01,5.033525848389e+01,4.796569824219e+02,3.135472717285e+02,3.350321350098e+02,1.019757461548e+02,1.013742614746e+03,-7.697658147663e-04,7.031900622678e-06,6.966852664948e+00,1.205181694031e+01,9.400317072868e-01,4.839986801147e+00,1.112506469727e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
6.111627960205e+01,6.217209243774e+01,5.115348815918e+01,2.331912078857e+02,2.518821105957e+02,2.484276275635e+02,1.015088195801e+02,6.466989746094e+02,-1.162078930065e-03,4.012795216113e-06,3.257438659668e+00,7.176116943359e+00,4.577324390411e-01,1.332198739052e+00,3.003498535156e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
8.995780181885e+01,9.660309600830e+01,6.651450347900e+01,5.123066406250e+02,4.765776367188e+02,2.861779479980e+02,1.482124938965e+02,1.156282104492e+03,7.349994848482e-04,1.462032832933e-05,4.124850273132e+00,6.236144065857e+00,-2.314667105675e-01,2.595630407333e+00,6.328140258789e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
5.005316543579e+01,5.451894760132e+01,4.188559341431e+01,4.594574584961e+02,5.583456420898e+02,4.192310791016e+02,8.552351379395e+01,1.355097900391e+03,-1.829968969105e-04,4.128908403800e-05,2.975233554840e+00,3.429956674576e+00,1.357532888651e-01,2.916821002960e+00,7.348273315430e+02,5.596418399364e-03,5.565052852035e-03
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
