1.696654663086e+02,2.067384643555e+02,2.448303222656e+02,6.956468505859e+02,6.754959106445e+02,4.619393920898e+02,3.631343078613e+02,1.439883911133e+03,4.168486339040e-04,1.980043634831e-06,3.606371164322e+00,3.073899269104e+01,-3.831639885902e-01,2.417870759964e+00,6.119882812500e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.210848541260e+02,2.441393432617e+02,2.483736419678e+02,5.218163452148e+02,2.889996643066e+02,2.182380828857e+02,4.128392028809e+02,7.521566162109e+02,2.154962130589e-04,1.053519190464e-05,3.365233898163e+00,2.962185287476e+01,-3.365745544434e-01,2.372509956360e+00,5.959640502930e+02,3.102082759142e-02,5.997932329774e-02
2.246838378906e+02,2.459669494629e+02,2.506005706787e+02,4.402834472656e+02,1.050458984375e+02,1.115796470642e+01,4.172201843262e+02,2.761992187500e+02,-1.749605326040e-05,3.427202045714e-06,1.596686601639e+00,4.591361522675e+00,-7.713405042887e-02,2.262280225754e+00,5.647454833984e+02,9.740653634071e-02,1.619928926229e-01
2.376995086670e+02,2.462073669434e+02,2.461684875488e+02,5.396166381836e+02,4.592681579590e+02,3.356289062500e+02,4.217504577637e+02,1.165963378906e+03,2.988521591760e-04,9.821639650909e-06,3.880897760391e+00,2.322334098816e+01,-3.858503699303e-01,2.199258089066e+00,5.469837036133e+02,1.317886114120e-01,2.037413716316e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.087583312988e+02,2.339429626465e+02,2.463659973145e+02,5.393838500977e+02,4.248482360840e+02,2.494994659424e+02,3.990998840332e+02,9.479592895508e+02,3.042685966648e-05,1.055564098351e-05,3.652977705002e+00,2.559723091125e+01,-2.618199288845e-01,2.387942075729e+00,5.999418334961e+02,4.168871045113e-01,6.540537476540e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
