2.502384948730e+02,2.527790527344e+02,2.510016632080e+02,1.274597625732e+02,7.890943908691e+01,6.367827224731e+01,4.354165039062e+02,2.444299621582e+02,1.699839594949e-05,3.193021314019e-07,1.971694231033e+00,3.051768875122e+01,-2.983092069626e-01,6.894051432610e-01,1.761274871826e+02,0.000000000000e+00,0.000000000000e+00
2.487883605957e+02,2.511761169434e+02,2.494356842041e+02,3.034987487793e+02,2.602398376465e+02,2.406931610107e+02,4.327466430664e+02,7.770335693359e+02,6.672657036688e-05,2.308158997266e-07,2.253227233887e+00,3.307045745850e+01,-2.939954996109e-01,4.519294798374e-01,1.140323257446e+02,2.631867537275e-03,2.624948974699e-03
2.491441192627e+02,2.514977111816e+02,2.498076019287e+02,2.635848083496e+02,2.255101470947e+02,1.926246643066e+02,4.333428955078e+02,6.554976196289e+02,7.776659185765e-05,3.142384628063e-07,2.055800199509e+00,2.558122444153e+01,-2.757523059845e-01,3.825083076954e-01,9.634047698975e+01,0.000000000000e+00,0.000000000000e+00
2.450623931885e+02,2.460924682617e+02,2.451663055420e+02,3.409406738281e+02,4.352999267578e+02,3.738438110352e+02,4.252389526367e+02,1.074826782227e+03,1.578867086209e-04,5.168054485694e-06,1.574450850487e+00,9.671265602112e+00,-1.331096887589e-01,5.718955993652e-01,1.457463226318e+02,0.000000000000e+00,0.000000000000e+00
2.503763122559e+02,2.518647460938e+02,2.495006408691e+02,7.166458129883e+01,1.178441009521e+02,1.702266387939e+02,4.340965270996e+02,3.322926635742e+02,2.598466198833e-05,2.474497406979e-08,1.117046236992e+00,1.033982276917e+01,-1.357710808516e-01,2.766478359699e-01,7.032989501953e+01,0.000000000000e+00,0.000000000000e+00
2.458648071289e+02,2.469943389893e+02,2.462949371338e+02,3.445787353516e+02,4.041579589844e+02,3.285799560547e+02,4.268769531250e+02,1.006841857910e+03,-3.238940844312e-04,1.527009590063e-05,2.037816762924e+00,1.515033149719e+01,-1.697978973389e-01,1.726278066635e+00,4.374223022461e+02,0.000000000000e+00,0.000000000000e+00
1.295002136230e+02,1.221539306641e+02,1.177279739380e+02,6.912244873047e+02,6.502282714844e+02,1.087818969727e+03,2.142305297852e+02,2.085469238281e+03,4.631940100808e-04,5.217656507739e-05,4.361608028412e+00,1.274148654938e+01,1.900393068790e-01,2.522177457809e+00,6.343334960938e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
7.606969451904e+01,7.452191925049e+01,7.430165863037e+01,3.617828674316e+02,3.498507385254e+02,4.639827575684e+02,1.303998718262e+02,1.032240966797e+03,-1.184951164760e-03,5.458050145535e-05,4.147726535797e+00,2.084907531738e+01,5.385478138924e-01,2.518497228622e+00,6.372298583984e+02,4.256224783603e-04,4.254412488081e-04
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
