1.892742156982e+02,2.324029998779e+02,2.433446960449e+02,8.472687377930e+02,8.328883666992e+02,5.485352783203e+02,3.866718750000e+02,1.764732666016e+03,4.644430009648e-04,1.328381586063e-05,4.549560546875e+00,2.711382484436e+01,-3.242846429348e-01,2.030811071396e+00,5.165846557617e+02,1.661551892757e-01,1.385476440191e-01
2.372440032959e+02,2.487660369873e+02,2.461506347656e+02,8.390972900391e+02,4.674226074219e+02,4.450847778320e+02,4.231033325195e+02,1.469402832031e+03,1.243090518983e-04,1.652156242926e-06,2.708248376846e+00,2.647952461243e+01,-2.004957348108e-01,1.305891275406e+00,3.317073974609e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.445899505615e+02,2.470957489014e+02,2.451382293701e+02,7.414635620117e+02,5.614787597656e+02,3.235903625488e+02,4.255780029297e+02,1.460065551758e+03,5.675470310962e-05,5.968559435132e-06,2.396023035049e+00,2.938562011719e+01,-2.266535460949e-01,7.229428768158e+00,1.789643066406e+03,4.028732776642e-01,2.405665218830e-01
2.210761070251e+01,2.345529174805e+01,2.274693298340e+01,3.614168395996e+02,4.051424560547e+02,6.379788208008e+02,3.991350555420e+01,1.367912841797e+03,6.655914330622e-05,6.770268555556e-06,3.621659040451e+00,4.032366561890e+01,3.551545739174e-01,2.553669691086e+00,6.491069335938e+02,7.671033740044e-01,1.786558628082e-01
1.812005805969e+01,1.970701026917e+01,1.635735130310e+01,1.036457748413e+02,1.196690979004e+02,7.353076171875e+01,3.150704193115e+01,2.884385986328e+02,4.356114950497e-04,6.896161721670e-06,7.626190781593e-01,4.463964700699e-01,-1.178529299796e-02,2.779628038406e+00,7.013613281250e+02,1.267088651657e+00,5.889381766319e-01
1.677934837341e+01,1.804071235657e+01,1.562450599670e+01,9.674430084229e+01,1.049234466553e+02,1.149274444580e+02,2.937349891663e+01,3.049257507324e+02,5.920230760239e-04,6.438206764869e-05,8.934996724129e-01,8.959168791771e-01,1.113376580179e-02,2.847888231277e+00,7.179368286133e+02,9.267786741257e-01,8.382158279419e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
