1.192062606812e+02,1.467448883057e+02,1.051506652832e+02,1.656930664062e+03,2.164689697266e+03,1.151904541016e+03,2.169344482422e+02,4.713792968750e+03,-1.103044138290e-03,5.092379433336e-05,6.751083850861e+00,9.336169242859e+00,1.404270678759e-01,2.683918476105e+00,6.659111938477e+02,4.979542791843e-01,5.128119587898e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.365777435303e+02,2.441250915527e+02,2.351415252686e+02,8.466859130859e+02,5.528631591797e+02,8.164368896484e+02,4.137208862305e+02,1.930361572266e+03,-3.526874352247e-04,6.720379315084e-05,3.018782138824e+00,8.194704055786e+00,-2.025255858898e-01,2.027502059937e+00,5.079448547363e+02,4.831864535809e-01,2.858257591724e-01
2.505348968506e+02,2.538615417480e+02,2.497312927246e+02,2.027598381042e+01,2.660921573639e+00,1.106384277344e+01,4.354731750488e+02,2.042559242249e+01,1.424695437890e-05,1.106178828536e-07,2.854345440865e-01,9.383873939514e-01,-3.460523113608e-02,2.125545144081e-01,5.271526718140e+01,1.607693582773e-01,1.349223107100e-01
2.372575073242e+02,2.439928894043e+02,2.437992248535e+02,9.039094848633e+02,5.052566833496e+02,3.588937377930e+02,4.192173461914e+02,1.325229248047e+03,4.129691224080e-04,2.106149804604e-05,2.496711492538e+00,1.462299919128e+01,-1.612160205841e-01,1.031308174133e+00,2.674573059082e+02,6.437507271767e-02,6.023091822863e-02
2.493985137939e+02,2.531065368652e+02,2.486751098633e+02,7.061108398438e+01,2.860018539429e+01,4.988396072388e+01,4.338000488281e+02,1.010668716431e+02,1.751400996000e-04,5.233670208327e-07,1.868491649628e+00,1.673854446411e+01,-3.141839206219e-01,4.360350966454e-01,1.165614089966e+02,3.139941990376e-01,2.154016792774e-01
1.674541320801e+02,1.871632385254e+02,1.603253479004e+02,2.741712158203e+03,2.274833740234e+03,3.405794921875e+03,2.989964294434e+02,7.798151367188e+03,1.582767254149e-05,1.635813714529e-05,1.204901504517e+01,3.465711212158e+01,-9.692290425301e-02,2.659311771393e+00,6.515687866211e+02,3.332085311413e-01,2.221805304289e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
