2.496152496338e+02,2.521278991699e+02,2.503142395020e+02,2.770966491699e+02,2.159514770508e+02,1.809942626953e+02,4.343000183105e+02,6.322633666992e+02,2.296901766385e-05,7.062529050472e-08,2.532566308975e+00,4.702720642090e+01,-3.686892092228e-01,3.953773081303e-01,9.796794891357e+01,0.000000000000e+00,0.000000000000e+00
2.510434417725e+02,2.533221435547e+02,2.514006958008e+02,7.848160552979e+01,5.230116653442e+01,4.261374282837e+01,4.363882446289e+02,1.567670135498e+02,2.597769525892e-05,1.105910101273e-07,1.887853384018e+00,3.676165771484e+01,-2.982084453106e-01,3.698765933514e-01,9.490348052979e+01,0.000000000000e+00,0.000000000000e+00
2.504683837891e+02,2.526165466309e+02,2.503227691650e+02,1.363325805664e+02,1.179851608276e+02,1.441406250000e+02,4.350157470703e+02,3.760997619629e+02,1.924881798914e-04,3.713731985044e-06,1.684472441673e+00,2.500895690918e+01,-2.435715943575e-01,3.908543884754e-01,9.763436889648e+01,6.661159545183e-02,6.217448785901e-02
2.480143432617e+02,2.504742889404e+02,2.481784973145e+02,3.950685119629e+02,3.479808044434e+02,4.353128967285e+02,4.311904602051e+02,1.129628662109e+03,9.401144779986e-05,1.429438839295e-06,1.868510723114e+00,2.505164909363e+01,-2.065695971251e-01,3.389038145542e-01,8.496759033203e+01,5.599031224847e-02,5.285537242889e-02
2.484497222900e+02,2.516757812500e+02,2.499956054688e+02,3.148348083496e+02,1.963103485107e+02,1.775233917236e+02,4.331899108887e+02,6.274890747070e+02,1.611126062926e-04,2.279201908095e-06,2.013834714890e+00,2.685153198242e+01,-2.646954059601e-01,5.863422155380e-01,1.514145202637e+02,0.000000000000e+00,0.000000000000e+00
2.282269897461e+02,2.526221923828e+02,2.508289794922e+02,5.338157958984e+02,9.222757720947e+01,7.926184844971e+01,4.232423095703e+02,3.870255432129e+02,6.877697160235e-05,3.360435130162e-07,2.770975589752e+00,2.400551414490e+01,-2.234794348478e-01,2.059639930725e+00,5.196618652344e+02,7.304758764803e-03,1.455624029040e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
3.856609344482e+01,3.752182388306e+01,3.662216949463e+01,1.431306304932e+02,1.335396575928e+02,1.427551422119e+02,6.526923370361e+01,3.965413818359e+02,-2.072892384604e-04,9.426274800717e-07,2.919090032578e+00,3.218339538574e+01,3.737765252590e-01,2.392398834229e+00,6.013511352539e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
