2.491331329346e+02,2.529243927002e+02,2.516403350830e+02,1.109550323486e+02,4.877217102051e+01,1.207807445526e+01,4.351650695801e+02,1.233470001221e+02,2.241301808681e-05,1.222865648742e-07,1.134189248085e+00,1.393055534363e+01,-1.674882471561e-01,2.526108622551e-01,6.426524353027e+01,1.625211909413e-02,1.598797924817e-02
2.505178375244e+02,2.537287445068e+02,2.518737487793e+02,2.349855232239e+01,9.545164108276e+00,3.523845434189e+00,4.365146179199e+02,2.768243217468e+01,1.198054087581e-05,1.169609920026e-08,9.684624671936e-01,1.124349594116e+01,-1.678762435913e-01,2.376924604177e-01,6.110547256470e+01,0.000000000000e+00,0.000000000000e+00
2.491767272949e+02,2.523992919922e+02,2.505994720459e+02,1.731418609619e+02,1.401954345703e+02,1.165793304443e+02,4.342559204102e+02,4.064584655762e+02,4.147788058617e-05,1.368134689983e-07,1.557168006897e+00,2.313553047180e+01,-2.184085398912e-01,2.756450772285e-01,7.018138885498e+01,5.245699081570e-03,5.218266975135e-03
2.435042877197e+02,2.524121704102e+02,2.511723632812e+02,2.402592010498e+02,6.349230575562e+01,4.642256164551e+01,4.314884948730e+02,2.323607940674e+02,1.024628436426e-04,5.317977525010e-07,2.755491018295e+00,3.557415771484e+01,-3.722146749496e-01,1.514120340347e+00,3.861329650879e+02,1.809367164969e-02,1.776631362736e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.995014343262e+02,2.323408660889e+02,2.487078704834e+02,7.805642089844e+02,5.291477661133e+02,2.024923400879e+02,3.950575561523e+02,1.079862670898e+03,4.613400378730e-04,2.513814706617e-06,4.672351360321e+00,4.486612701416e+01,-4.750131070614e-01,2.027669906616e+00,5.122731933594e+02,3.422313369811e-03,3.410590114072e-03
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
