5.042726516724e+01,5.692197418213e+01,4.631604385376e+01,1.592980712891e+03,1.691403930664e+03,1.713224365234e+03,8.935144042969e+01,4.943297851562e+03,-3.970395773649e-04,2.130621396645e-05,3.352277994156e+00,2.352372360229e+01,2.116532772779e-01,2.847423791885e+00,7.197597045898e+02,2.438348485157e-03,2.432491863146e-03
2.473959350586e+02,2.512037963867e+02,2.493936614990e+02,3.565317077637e+02,2.059431304932e+02,1.945060272217e+02,4.319892883301e+02,6.900557250977e+02,3.905980556738e-04,4.932121100865e-06,3.757368087769e+00,5.458465576172e+01,-5.587465167046e-01,6.364561319351e-01,1.609727325439e+02,0.000000000000e+00,0.000000000000e+00
2.498982238770e+02,2.526482696533e+02,2.508784790039e+02,1.983170471191e+02,1.188756637573e+02,9.776413726807e+01,4.350690917969e+02,3.811958618164e+02,7.114691834431e-05,1.875692561271e-07,2.432735681534e+00,4.012088775635e+01,-3.765099346638e-01,3.036021590233e-01,7.902431488037e+01,5.706267431378e-03,5.673718173057e-03
2.493601531982e+02,2.520828704834e+02,2.500654602051e+02,2.144020080566e+02,1.346800994873e+02,1.463609313965e+02,4.339758605957e+02,4.623359680176e+02,6.129853136372e-05,1.857825253637e-07,2.500714063644e+00,3.827068710327e+01,-3.645991384983e-01,3.233743607998e-01,8.125452423096e+01,0.000000000000e+00,0.000000000000e+00
2.466672515869e+02,2.495009460449e+02,2.478449707031e+02,3.889448852539e+02,3.198786926270e+02,2.926664123535e+02,4.297339172363e+02,8.802703247070e+02,1.577731454745e-04,2.740722266026e-06,3.825731515884e+00,4.222949600220e+01,-4.874373972416e-01,8.306822776794e-01,2.135319671631e+02,1.697276718915e-02,1.668469049037e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
5.959984207153e+01,6.793076324463e+01,5.945255661011e+01,5.878088378906e+02,6.954114990234e+02,8.009651489258e+02,1.090406494141e+02,1.894958496094e+03,6.649843999185e-05,1.364102354273e-05,7.106870651245e+00,4.707874679565e+01,6.110536456108e-01,2.503435373306e+00,6.286008300781e+02,3.619197523221e-03,3.606092417613e-03
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.634857177734e+01,1.813757896423e+01,1.597704982758e+01,4.254238510132e+01,3.875099182129e+01,3.556769561768e+01,2.920488548279e+01,1.153728332520e+02,8.383136446355e-05,2.107974978571e-06,6.625078916550e-01,5.184835791588e-01,3.528929129243e-02,2.157575845718e+00,5.455524291992e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
