2.328040771484e+02,2.501316375732e+02,2.509153289795e+02,6.283502197266e+02,1.507679443359e+02,9.966626739502e+01,4.243389892578e+02,5.419061279297e+02,4.355614510132e-05,2.842496655830e-07,2.557507276535e+00,3.012356376648e+01,-2.808082699776e-01,1.837786793709e+00,4.666430358887e+02,1.521739177406e-03,3.041159128770e-03
1.735741577148e+02,2.196496124268e+02,2.518451843262e+02,1.508389587402e+02,1.709925689697e+02,2.576124668121e-01,3.767643127441e+02,1.692323913574e+02,-1.021765419864e-04,2.947186317215e-07,1.301533102989e+00,8.060404062271e-01,6.996010988951e-02,2.388016939163e+00,6.030353393555e+02,0.000000000000e+00,0.000000000000e+00
2.267556762695e+02,2.471347503662e+02,2.502848663330e+02,7.427934570312e+02,2.342105560303e+02,1.432518463135e+02,4.189426574707e+02,7.393771972656e+02,2.207113429904e-04,1.208568733091e-06,3.600492715836e+00,3.171339797974e+01,-3.850578367710e-01,1.756879329681e+00,4.436613769531e+02,3.367230237927e-04,3.365784941707e-04
1.502987976074e+02,1.922872161865e+02,2.490546875000e+02,3.965777282715e+02,3.569834594727e+02,2.254240417480e+02,3.492142639160e+02,6.179507446289e+02,9.689755825093e-05,1.125222183873e-06,3.119949579239e+00,2.104617691040e+01,-1.120977774262e-01,2.021311044693e+00,5.084516296387e+02,2.088872017339e-03,4.173333756626e-03
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.129794921875e+02,2.292545166016e+02,2.430699310303e+02,2.472367675781e+03,1.443407348633e+03,9.549049682617e+02,3.977487792969e+02,3.673458251953e+03,1.355252810754e-03,1.387307747791e-05,9.186660766602e+00,6.371263122559e+01,-1.109015107155e+00,1.785105228424e+00,4.770888671875e+02,4.101722734049e-04,8.201767923310e-04
3.667983245850e+01,4.027719116211e+01,3.219871520996e+01,3.727715148926e+02,3.877145080566e+02,3.513858337402e+02,6.356162261963e+01,1.075485107422e+03,-3.890442021657e-04,5.054952907813e-06,3.410028457642e+00,2.322357749939e+01,3.541792631149e-01,2.651191234589e+00,6.563073730469e+02,1.737160142511e-03,1.734170364216e-03
1.516736907959e+02,1.765368347168e+02,2.004421081543e+02,2.307651611328e+03,1.886416748047e+03,1.433678466797e+03,3.085647277832e+02,4.762709472656e+03,7.053639274091e-03,1.694803941064e-04,6.408193588257e+00,1.461967945099e+01,-2.229372262955e+00,6.709337711334e+00,1.993454467773e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.507602691650e+02,1.682671203613e+02,1.745205535889e+02,1.399128662109e+03,1.183031250000e+03,1.198413574219e+03,2.867594299316e+02,3.049484619141e+03,1.301158778369e-02,7.098642527126e-04,8.020152091980e+00,1.335154342651e+01,-2.422494888306e+00,4.061419963837e+00,1.313139648438e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
