1.698152923584e+02,1.833563537598e+02,2.180206298828e+02,1.507935058594e+03,1.102425048828e+03,7.418497314453e+02,3.324964904785e+02,2.796755126953e+03,4.874814767390e-04,1.152565891971e-05,3.668464183807e+00,7.665474414825e+00,-9.582255780697e-02,2.120107173920e+00,5.364068603516e+02,1.802169159055e-02,2.177424170077e-02
1.712794799805e+02,1.878811798096e+02,2.300345306396e+02,4.328678894043e+02,3.863055725098e+02,5.348333740234e+02,3.431791687012e+02,1.134423217773e+03,-3.358880348969e-04,4.479072686081e-06,4.481429100037e+00,1.592551803589e+01,-4.864363744855e-02,2.078071117401e+00,5.043450622559e+02,9.072580374777e-03,1.302247401327e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.075844421387e+02,2.212206115723e+02,2.442761840820e+02,7.306743164062e+02,4.700652465820e+02,2.429115600586e+02,3.899534301758e+02,1.077314941406e+03,1.040529576130e-03,8.081617124844e-06,5.363976001740e+00,2.509474372864e+01,-5.708015561104e-01,2.092903375626e+00,5.375713500977e+02,1.517742592841e-02,1.494708843529e-02
8.782857513428e+01,9.555509948730e+01,1.229836730957e+02,1.749612304688e+03,2.599145507812e+03,4.599322753906e+03,1.796400756836e+02,8.647143554688e+03,-3.917850553989e-03,5.092111223348e-06,7.664016723633e+00,1.342977809906e+01,3.218355894089e+00,4.158495903015e+00,1.042565917969e+03,0.000000000000e+00,0.000000000000e+00
1.890591583252e+02,2.097244567871e+02,2.379942626953e+02,7.962133789062e+02,6.530543212891e+02,6.394205932617e+02,3.697743835449e+02,1.722759277344e+03,4.560927045532e-04,3.127229501843e-05,5.362638473511e+00,2.130703926086e+01,-3.416823148727e-01,2.132864952087e+00,5.411701660156e+02,1.762538403273e-01,1.451881974936e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
