2.495098571777e+02,2.532227630615e+02,2.515041046143e+02,1.072872161865e+02,6.231462097168e+01,2.836473274231e+01,4.354517517090e+02,1.704356079102e+02,2.390853296674e-05,2.267879928297e-08,1.021396040916e+00,1.192961692810e+01,-1.604661345482e-01,1.905593276024e-01,4.946112823486e+01,0.000000000000e+00,0.000000000000e+00
2.484855957031e+02,2.517451171875e+02,2.496948852539e+02,2.165670166016e+02,1.853522644043e+02,1.880117034912e+02,4.329653320312e+02,5.604625244141e+02,2.651363902260e-04,6.158474661788e-06,1.448281645775e+00,1.680562591553e+01,-1.869576275349e-01,2.918780148029e-01,7.269203948975e+01,0.000000000000e+00,0.000000000000e+00
2.490291900635e+02,2.522250671387e+02,2.504187927246e+02,1.755425262451e+02,1.543606262207e+02,1.381799316406e+02,4.339667663574e+02,4.440709838867e+02,3.870714499499e-05,1.353120495651e-07,1.354494810104e+00,1.777469062805e+01,-1.727700084448e-01,1.786776632071e-01,4.460191345215e+01,4.377682227641e-03,4.358477424830e-03
2.501294250488e+02,2.533078918457e+02,2.514719543457e+02,6.393043518066e+01,5.051718139648e+01,3.660654830933e+01,4.358199768066e+02,1.404375762939e+02,2.822118040058e-05,4.920987706214e-08,1.340381979942e+00,1.969186019897e+01,-2.155401706696e-01,2.633064389229e-01,6.769002532959e+01,2.395833283663e-02,3.171763941646e-02
2.466305847168e+02,2.532664489746e+02,2.513739776611e+02,1.471829681396e+02,4.211250686646e+01,3.736035919189e+01,4.338124389648e+02,1.550033111572e+02,9.356829832541e-05,1.813782546378e-07,2.036244630814e+00,2.898754119873e+01,-2.988466322422e-01,1.238135457039e+00,3.186083679199e+02,1.522070029750e-03,1.519759651273e-03
2.275079193115e+02,2.499571075439e+02,2.498510131836e+02,6.570958862305e+02,2.585222778320e+02,1.823377532959e+02,4.206773986816e+02,7.830464477539e+02,1.583073462825e-04,7.445061669387e-07,3.250530719757e+00,3.408880615234e+01,-3.059763312340e-01,2.008065700531e+00,5.039386596680e+02,2.983957156539e-02,2.894915454090e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
