1.688374938965e+02,2.060371093750e+02,2.437403869629e+02,7.089843750000e+02,7.682843017578e+02,6.717833862305e+02,3.615990295410e+02,1.767674804688e+03,5.989584024064e-04,5.892687568121e-06,3.818623542786e+00,3.334073638916e+01,-4.057152569294e-01,2.581992626190e+00,6.551906127930e+02,0.000000000000e+00,0.000000000000e+00
2.204142761230e+02,2.443265380859e+02,2.494049682617e+02,4.537996826172e+02,2.050284118652e+02,1.280184020996e+02,4.131758117676e+02,5.293376464844e+02,8.410867303610e-05,6.967552053538e-06,2.809471130371e+00,2.255737113953e+01,-2.725150883198e-01,2.336114406586e+00,5.814641723633e+02,4.568640515208e-02,8.928538858891e-02
2.268244171143e+02,2.443160400391e+02,2.485126190186e+02,5.466498413086e+02,2.783003845215e+02,1.628838806152e+02,4.161701354980e+02,6.631204223633e+02,8.886572322808e-05,1.071537371899e-05,2.582724094391e+00,1.607362747192e+01,-1.852910816669e-01,2.367512941360e+00,5.945045166016e+02,9.595257043839e-02,1.536426991224e-01
2.358875885010e+02,2.453464050293e+02,2.459701538086e+02,5.709301147461e+02,4.238310852051e+02,2.790348815918e+02,4.201512756348e+02,1.080798583984e+03,6.103784544393e-04,1.196696575789e-05,4.270345211029e+00,2.304914665222e+01,-4.429887533188e-01,2.166069507599e+00,5.385803222656e+02,1.539359539747e-01,2.176316827536e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.083442230225e+02,2.341000976562e+02,2.468968353271e+02,5.460475463867e+02,4.153947753906e+02,2.360807037354e+02,3.992924499512e+02,9.348956298828e+02,6.269914592849e-05,9.853945812210e-06,3.456134319305e+00,2.395065307617e+01,-2.326035797596e-01,2.666559696198e+00,6.679962768555e+02,3.970057964325e-01,6.299502849579e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
4.135808944702e+01,4.675088119507e+01,4.240383529663e+01,2.545213317871e+02,3.350990600586e+02,4.478097229004e+02,7.593747711182e+01,9.643609008789e+02,-8.499210234731e-04,1.118214822782e-05,4.165520668030e+00,2.688235855103e+01,5.553084015846e-01,2.037796974182e+00,5.164662475586e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
