9.064423370361e+01,8.917731475830e+01,9.671774291992e+01,1.053297973633e+03,1.281656860352e+03,1.603148437500e+03,1.600266418457e+02,3.851473144531e+03,-2.167449565604e-05,1.101417339555e-07,4.261606216431e+00,3.083970069885e+01,2.286067157984e-01,1.971807718277e+00,4.988345947266e+02,4.372623562813e-02,4.181420803070e-02
2.458893127441e+02,2.491033782959e+02,2.490318298340e+02,4.193271484375e+02,3.150619812012e+02,1.408806915283e+02,4.296594543457e+02,7.939469604492e+02,4.452190842130e-05,4.788691754243e-08,4.041465759277e+00,3.670882797241e+01,-5.775539278984e-01,8.645879030228e-01,2.178511505127e+02,0.000000000000e+00,0.000000000000e+00
2.478677825928e+02,2.503503265381e+02,2.492938537598e+02,3.585679626465e+02,3.139383239746e+02,2.000578918457e+02,4.316508483887e+02,8.323218383789e+02,2.455332469253e-05,2.192618353547e-08,2.820858478546e+00,3.887406158447e+01,-3.907405138016e-01,5.065557956696e-01,1.278846282959e+02,0.000000000000e+00,0.000000000000e+00
2.502321472168e+02,2.525298767090e+02,2.508218536377e+02,1.720469207764e+02,1.405948944092e+02,1.038745956421e+02,4.351491699219e+02,3.986383972168e+02,1.576347676746e-05,2.404220111885e-08,1.791299581528e+00,3.032107925415e+01,-2.668061256409e-01,3.721391260624e-01,9.492017364502e+01,0.000000000000e+00,0.000000000000e+00
2.499425506592e+02,2.525357818604e+02,2.498957977295e+02,1.339964752197e+02,7.965486907959e+01,1.568035736084e+02,4.344643859863e+02,3.296603088379e+02,3.646770346677e-05,8.193515554922e-08,1.817401170731e+00,2.655658912659e+01,-2.603615820408e-01,2.962769269943e-01,7.905372619629e+01,0.000000000000e+00,0.000000000000e+00
2.494300384521e+02,2.521632385254e+02,2.501598815918e+02,1.794449920654e+02,1.062236862183e+02,1.308399810791e+02,4.341181335449e+02,3.821084899902e+02,3.819870471489e-05,1.030110254874e-07,1.494040131569e+00,1.556351470947e+01,-1.983392387629e-01,2.653620243073e-01,6.625577545166e+01,2.342158928514e-03,2.336646430194e-03
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
7.199314117432e+01,6.578720855713e+01,6.900768280029e+01,2.395126647949e+02,2.041034698486e+02,2.901875915527e+02,1.197120208740e+02,6.766625366211e+02,-9.806460730033e-05,1.427650659025e-06,4.276005268097e+00,3.500935745239e+01,5.243759751320e-01,2.011363029480e+00,5.065552062988e+02,0.000000000000e+00,0.000000000000e+00
