1.524645080566e+02,1.688068695068e+02,2.090716705322e+02,5.548869628906e+02,4.084515075684e+02,4.814896240234e+02,3.092474670410e+02,1.257117553711e+03,-1.309647050221e-04,8.440255442110e-06,3.607503414154e+00,9.247436523438e+00,1.192919686437e-01,2.411972761154e+00,6.036315917969e+02,1.468726247549e-02,1.447151321918e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.770772399902e+02,1.958171081543e+02,2.352142639160e+02,5.400322875977e+02,6.045606079102e+02,7.470343017578e+02,3.538164978027e+02,1.723677978516e+03,-2.625384695421e-05,2.637266334204e-06,5.013129711151e+00,2.269196891785e+01,-1.633360534906e-01,2.460688352585e+00,6.007380981445e+02,1.125772856176e-02,1.113101653755e-02
2.086374053955e+02,2.260885009766e+02,2.421385955811e+02,7.991388549805e+02,7.084812622070e+02,4.930033264160e+02,3.919425964355e+02,1.674023315430e+03,4.605657595675e-04,2.101887912431e-05,4.520514965057e+00,1.985818862915e+01,-3.334774672985e-01,2.282330751419e+00,5.861826171875e+02,2.179136127234e-01,2.311992496252e-01
1.466677246094e+02,1.742151947021e+02,2.105000000000e+02,2.001037231445e+03,1.627972412109e+03,2.176451660156e+03,3.110157775879e+02,5.247126464844e+03,-4.218463320285e-03,1.902547664940e-04,4.581581115723e+00,3.237849235535e+00,6.443919539452e-01,1.472836852074e+00,4.088320922852e+02,8.164557218552e-01,1.498557776213e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.269391479492e+02,2.357335968018e+02,2.406803283691e+02,9.891527099609e+02,8.726035156250e+02,7.130603637695e+02,4.065552368164e+02,2.304505126953e+03,1.011321510305e-04,3.990064578829e-05,4.454557895660e+00,2.454528236389e+01,-3.655997514725e-01,2.354572057724e+00,5.937510986328e+02,1.545479446650e-01,2.647743821144e-01
2.075215759277e+02,2.159278717041e+02,2.231916198730e+02,2.371654296875e+03,2.064863037109e+03,1.795647216797e+03,3.741449279785e+02,5.748100585938e+03,8.009645389393e-04,7.065249519655e-05,8.886227607727e+00,5.663727951050e+01,-9.461961388588e-01,2.875669479370e+00,7.081532592773e+02,1.723773330450e-01,2.302269637585e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
