1.692434539795e+02,1.831513214111e+02,2.187674407959e+02,1.390759887695e+03,1.044759887695e+03,5.918361206055e+02,3.323473815918e+02,2.613338378906e+03,5.417578504421e-04,8.605347829871e-06,3.593778610229e+00,7.748195171356e+00,-1.109519377351e-01,2.262058258057e+00,5.714909057617e+02,2.111129928380e-03,2.106676809490e-03
1.663494415283e+02,1.828591003418e+02,2.247605133057e+02,4.555115051270e+02,4.317782592773e+02,6.395925292969e+02,3.343823852539e+02,1.344965087891e+03,-4.007296520285e-04,4.548714059638e-06,4.965604305267e+00,1.937734603882e+01,6.379182916135e-03,1.913889288902e+00,4.640677490234e+02,0.000000000000e+00,0.000000000000e+00
2.045741271973e+02,2.188028869629e+02,2.441209259033e+02,7.468663330078e+02,4.768465576172e+02,2.410289916992e+02,3.868822631836e+02,1.105402099609e+03,8.113247458823e-04,6.832614872110e-06,5.076274394989e+00,2.407163429260e+01,-5.170565843582e-01,2.176699638367e+00,5.551500244141e+02,1.403968594968e-02,1.384258829057e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.008006896973e+02,1.111511993408e+02,1.440481109619e+02,2.192634033203e+03,3.233557861328e+03,5.873751464844e+03,2.087488403320e+02,1.098908691406e+04,-3.296469803900e-03,7.960523362271e-06,7.109888553619e+00,1.553467178345e+01,2.581153631210e+00,4.376399993896e+00,1.096980468750e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.874490661621e+02,2.086128082275e+02,2.389300384521e+02,7.918601684570e+02,6.696712036133e+02,6.044968872070e+02,3.689176025391e+02,1.707734619141e+03,3.548004024196e-04,3.311358523206e-05,5.466078758240e+00,2.154710769653e+01,-3.427250683308e-01,2.046181440353e+00,5.218729858398e+02,1.836466938257e-01,1.573541313410e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.144458465576e+02,2.300471191406e+02,2.420095367432e+02,9.116513061523e+02,7.887476806641e+02,6.125971679688e+02,3.972246704102e+02,1.993505004883e+03,1.399222965119e-04,2.337495607208e-05,4.356185913086e+00,2.122917747498e+01,-2.808873057365e-01,2.120002508163e+00,5.430916137695e+02,1.820621937513e-01,2.368459403515e-01
