1.571845703125e+02,1.875409088135e+02,2.387963409424e+02,2.330389160156e+03,1.383305786133e+03,6.355813598633e+02,3.439714050293e+02,2.935150390625e+03,1.334497239441e-03,1.914354106702e-05,6.752531528473e+00,4.764629745483e+01,-7.549102902412e-01,2.370565414429e+00,6.145626220703e+02,1.001094933599e-02,9.910734370351e-03
5.386459732056e+01,5.978910446167e+01,4.292513656616e+01,2.505263214111e+02,2.521206054688e+02,2.080698242188e+02,9.146377563477e+01,6.645134277344e+02,-1.453668228351e-04,1.003415218293e-05,3.024081468582e+00,2.410392570496e+01,2.262857556343e-01,2.758449316025e+00,6.863148193359e+02,2.028439939022e-02,2.635554224253e-02
3.315746307373e+01,3.565044784546e+01,2.788582038879e+01,1.741015319824e+02,2.038531494141e+02,1.604639434814e+02,5.630922698975e+01,5.156532592773e+02,-6.426916806959e-04,2.112555557687e-05,2.067690610886e+00,1.242681145668e+00,1.572329252958e-01,2.777578353882e+00,7.007938842773e+02,0.000000000000e+00,0.000000000000e+00
6.437141418457e+01,7.126544189453e+01,4.757676315308e+01,2.785768432617e+02,2.828189086914e+02,1.339624938965e+02,1.073414230347e+02,6.595934448242e+02,9.577182936482e-04,2.055801269307e-05,2.871631145477e+00,3.832709074020e+00,-9.772076457739e-02,2.807887792587e+00,7.063856811523e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
3.564563751221e+01,3.786908721924e+01,2.872506523132e+01,2.558898315430e+02,2.837839355469e+02,1.768141632080e+02,5.959174728394e+01,6.952829589844e+02,-8.919156971388e-04,2.020903411903e-05,2.381958484650e+00,1.280029058456e+00,2.189327031374e-01,2.520442724228e+00,6.365635375977e+02,0.000000000000e+00,0.000000000000e+00
