2.468336639404e+02,2.499823455811e+02,2.464116516113e+02,4.398788757324e+02,2.983883972168e+02,4.133746643066e+02,4.291714782715e+02,1.063739746094e+03,7.386363722617e-05,1.990129931073e-06,1.667951464653e+00,1.899356460571e+01,-1.510698944330e-01,2.687159776688e-01,7.097700500488e+01,5.186533089727e-03,5.159623455256e-03
2.520000000000e+02,2.540000000000e+02,2.510000000000e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.370176391602e+02,0.000000000000e+00,2.751720240557e-10,1.860264015799e-17,2.456819856889e-06,0.000000000000e+00,6.938893903907e-16,-1.203706215242e-31,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.520000000000e+02,2.540000000000e+02,2.510000000000e+02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.370147705078e+02,0.000000000000e+00,1.893425898315e-15,6.249356861533e-27,2.456821448504e-06,0.000000000000e+00,6.938893903907e-16,-1.203706215242e-31,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.467987518311e+02,2.503264617920e+02,2.473257446289e+02,4.165811462402e+02,2.457980346680e+02,2.639359436035e+02,4.299002685547e+02,8.200570068359e+02,4.360706079751e-04,8.909920325095e-06,2.617128133774e+00,2.861664772034e+01,-3.396497070789e-01,4.595862925053e-01,1.184009780884e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
6.260379791260e+01,7.255429077148e+01,5.595654296875e+01,4.971792602539e+02,6.362150268555e+02,4.147319335938e+02,1.115230407715e+02,1.424650268555e+03,-3.383414004929e-04,2.404259430477e-05,3.721753835678e+00,8.157294273376e+00,2.149700969458e-01,2.464823484421e+00,6.096989746094e+02,4.969202578068e-01,2.499908059835e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.266377410889e+02,1.431429595947e+02,1.551589202881e+02,5.105255859375e+03,5.254694824219e+03,5.277390625000e+03,2.480300903320e+02,1.471966015625e+04,4.182385746390e-03,3.041908494197e-04,1.008326339722e+01,2.636635208130e+01,-4.594247639179e-01,2.758332252502e+00,7.110103759766e+02,8.464021086693e-01,1.300056427717e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.028818206787e+02,1.114363632202e+02,1.347727203369e+02,4.514676513672e+02,7.867734985352e+02,8.978118896484e+02,2.047965087891e+02,1.360874755859e+03,1.362736336887e-02,2.160569274565e-04,3.687421560287e+00,1.312107563019e+00,-1.735074996948e+00,6.456746578217e+00,1.718965209961e+03,9.363636374474e-01,5.958677083254e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
