3.975124740601e+01,3.557632827759e+01,3.390127944946e+01,8.660980834961e+02,6.024702148438e+02,6.274146728516e+02,6.414776611328e+01,1.976666870117e+03,3.521830076352e-04,5.088611578685e-05,3.431132555008e+00,1.172083950043e+01,2.123332470655e-01,2.551015138626e+00,6.425891723633e+02,2.943058265373e-03,5.877325776964e-03
1.586312561035e+02,1.834113922119e+02,2.355811004639e+02,4.090380554199e+02,3.626495361328e+02,6.037844848633e+02,3.383296813965e+02,1.220533691406e+03,3.002051962540e-04,2.158683855669e-06,4.018904209137e+00,3.181562805176e+01,-4.294940531254e-01,2.394498348236e+00,6.055657958984e+02,6.492779590189e-03,7.346229627728e-03
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.666530303955e+02,1.904539337158e+02,2.408231811523e+02,4.471271972656e+02,3.092475280762e+02,3.773052673340e+02,3.496613769531e+02,9.175997314453e+02,-3.101183756371e-05,4.431240995473e-06,3.661103248596e+00,2.613863945007e+01,-1.733779609203e-01,2.103827714920e+00,5.247372436523e+02,2.228412195109e-04,4.456283350009e-04
2.394431610107e+02,2.456593170166e+02,2.519811553955e+02,2.378428192139e+02,9.985605621338e+01,7.876320838928e+00,4.257966003418e+02,2.166128997803e+02,5.017867079005e-04,2.780052682283e-06,2.596158266068e+00,2.353537082672e+00,-2.596208453178e-01,2.600209474564e+00,6.575538940430e+02,6.385696120560e-03,6.344921421260e-03
1.963179473877e+02,2.143305664062e+02,2.495410003662e+02,2.558790893555e+02,1.585490417480e+02,5.913190841675e+01,3.833093872070e+02,2.973507690430e+02,-1.217812387040e-04,2.699179276533e-06,2.720948696136e+00,1.153913116455e+01,3.293811157346e-02,2.294488906860e+00,5.861024169922e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.758078613281e+02,1.964590606689e+02,2.419288024902e+02,4.931822204590e+02,4.811033935547e+02,6.289131469727e+02,3.580915832520e+02,1.414158935547e+03,4.047760157846e-04,2.559890890552e-05,4.925685882568e+00,3.798431015015e+01,-4.828209280968e-01,2.173269510269e+00,5.518931274414e+02,1.146187447011e-02,1.638152264059e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
