1.788584899902e+02,2.141708526611e+02,2.496579132080e+02,5.187662963867e+02,3.423461608887e+02,9.805055236816e+01,3.749068908691e+02,5.904580688477e+02,5.559150304180e-05,4.938523261444e-07,2.269732713699e+00,1.575819969177e+01,-8.283185213804e-02,2.251621007919e+00,5.666178588867e+02,0.000000000000e+00,0.000000000000e+00
2.144936523438e+02,2.421633911133e+02,2.502196044922e+02,4.089204711914e+02,2.144772186279e+02,9.056870269775e+01,4.092763366699e+02,4.621444702148e+02,1.805604551919e-04,8.044225978665e-07,3.188336849213e+00,2.367734527588e+01,-3.089734613895e-01,2.100952386856e+00,5.210415039062e+02,8.830624073744e-02,8.050816506147e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.871704559326e+02,2.221477203369e+02,2.515303039551e+02,4.382318496704e+01,2.459553337097e+01,9.006013274193e-01,3.843057250977e+02,2.834017753601e+01,-2.012748591369e-04,1.752395633048e-07,1.105934858322e+00,3.860133886337e-01,2.131826877594e-01,2.892115116119e+00,7.304926147461e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.761124114990e+02,2.124503021240e+02,2.484297943115e+02,3.331922302246e+02,3.233957519531e+02,1.123727722168e+02,3.716448974609e+02,5.163202514648e+02,-2.148451021640e-04,2.022227363341e-06,1.722677946091e+00,1.732305169106e+00,1.033612638712e-01,2.525606155396e+00,6.382275390625e+02,3.621382713318e-01,2.770820558071e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
