1.694035949707e+02,1.832345733643e+02,2.168811950684e+02,1.437596801758e+03,1.068464477539e+03,6.715621337891e+02,3.312400817871e+02,2.769749755859e+03,5.466563161463e-04,7.177979114203e-06,3.599086523056e+00,7.722754001617e+00,-1.188514158130e-01,2.326766967773e+00,5.883568115234e+02,1.542039960623e-02,1.518263854086e-02
1.670081634521e+02,1.833997650146e+02,2.257996673584e+02,5.151513061523e+02,4.323045654297e+02,6.214189453125e+02,3.357466125488e+02,1.355304077148e+03,-3.940109745599e-04,4.567643372866e-06,4.613490104675e+00,1.580416679382e+01,1.273399125785e-02,2.055070161819e+00,5.015377502441e+02,1.307951286435e-02,2.249145135283e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.137300491333e+02,1.270305175781e+02,1.647159576416e+02,2.165271240234e+03,3.045859375000e+03,5.160968261719e+03,2.376019897461e+02,1.012004492188e+04,-2.495385706425e-03,5.529284408112e-06,8.633259773254e+00,1.614627456665e+01,2.262075185776e+00,4.236320495605e+00,1.050880859375e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.883272094727e+02,2.092232666016e+02,2.390977325439e+02,7.528220214844e+02,6.196783447266e+02,6.337801513672e+02,3.698058166504e+02,1.661623657227e+03,3.531640104484e-04,3.647909761639e-05,5.441793918610e+00,2.284740638733e+01,-3.780804872513e-01,2.232791423798e+00,5.651640014648e+02,1.943969130516e-01,1.566071063280e-01
2.164098968506e+02,2.324582214355e+02,2.436606292725e+02,7.947858886719e+02,6.583410034180e+02,4.714783325195e+02,4.006779785156e+02,1.623458740234e+03,2.773769956548e-04,1.622247873456e-05,4.124037742615e+00,1.996035003662e+01,-3.155709505081e-01,2.087184667587e+00,5.360792236328e+02,2.006456702948e-01,2.648672759533e-01
2.250756835938e+02,2.330303192139e+02,2.364383850098e+02,1.404249145508e+03,1.253205078125e+03,1.164761596680e+03,4.014339904785e+02,3.542887939453e+03,1.224357256433e-04,3.492555697449e-05,5.157699108124e+00,3.375990676880e+01,-3.973091244698e-01,2.401622533798e+00,6.023682861328e+02,2.034672498703e-01,3.358460068703e-01
