2.451954498291e+02,2.491054992676e+02,2.476172180176e+02,3.778768005371e+02,2.902845153809e+02,2.545476379395e+02,4.284486999512e+02,8.122986450195e+02,1.233502640389e-03,5.814583346364e-05,3.514567852020e+00,3.439748382568e+01,-5.605570077896e-01,1.148792495728e+02,1.611662792969e+04,0.000000000000e+00,0.000000000000e+00
2.486980590820e+02,2.522561340332e+02,2.508024291992e+02,2.031420898438e+02,1.306908874512e+02,7.167239379883e+01,4.340368041992e+02,3.658716735840e+02,3.318141170894e-05,5.429502536458e-08,1.475654602051e+00,1.924596405029e+01,-2.032070904970e-01,1.956928100586e+02,1.160662500000e+04,0.000000000000e+00,0.000000000000e+00
2.493590240479e+02,2.525179443359e+02,2.508174133301e+02,1.370807952881e+02,1.207440109253e+02,8.799754333496e+01,4.345488586426e+02,3.287532958984e+02,1.876358692243e-05,4.806458875350e-08,1.322992920876e+00,1.849691772461e+01,-1.822679340839e-01,2.061945343018e+02,1.006308593750e+04,0.000000000000e+00,0.000000000000e+00
2.484490051270e+02,2.525360412598e+02,2.507738952637e+02,1.794475402832e+02,1.351794128418e+02,1.126632614136e+02,4.340319824219e+02,3.939258728027e+02,2.367542947468e-05,5.695073923562e-08,1.794308304787e+00,2.787890243530e+01,-2.481108605862e-01,1.383291015625e+02,1.613786230469e+04,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.285934600830e+02,2.501001281738e+02,2.507644348145e+02,5.548265991211e+02,1.550477600098e+02,1.094843978882e+02,4.218449096680e+02,5.290377197266e+02,1.567923609400e-04,4.787675607076e-07,3.482141017914e+00,3.604204940796e+01,-4.085474312305e-01,2.247240543365e+00,5.723132324219e+02,1.194755733013e-02,1.180480979383e-02
1.977944793701e+02,2.283242950439e+02,2.487529296875e+02,1.061595703125e+03,5.156318359375e+02,2.001243743896e+02,3.921003723145e+02,1.175695678711e+03,1.824911887525e-04,1.122941966969e-06,3.942528724670e+00,3.075155830383e+01,-2.417861819267e-01,1.603514313698e+00,4.030093383789e+02,1.063049864024e-02,1.051747985184e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
