1.638225555420e+02,1.761035919189e+02,2.079956817627e+02,1.200443481445e+03,9.412813720703e+02,8.075919189453e+02,3.183638610840e+02,2.706509033203e+03,4.010858247057e-04,1.643432369747e-05,4.613599777222e+00,1.188205146790e+01,-1.374937295914e-01,2.003596067429e+00,5.055735473633e+02,0.000000000000e+00,0.000000000000e+00
1.765563049316e+02,1.944789428711e+02,2.353910369873e+02,4.856658020020e+02,3.892685852051e+02,4.026779785156e+02,3.530600280762e+02,1.033608276367e+03,8.500938420184e-04,3.115543586318e-05,3.662479162216e+00,2.107295989990e+01,-2.067819535732e-01,2.208878517151e+00,5.477084960938e+02,1.977218985558e-01,3.079939782619e-01
2.013488464355e+02,2.192759704590e+02,2.455876464844e+02,3.999775085449e+02,3.223524169922e+02,2.593802795410e+02,3.862289428711e+02,7.511575317383e+02,1.983579946682e-03,2.577500708867e-05,6.108428478241e+00,4.497314834595e+01,-8.955110311508e-01,2.023357391357e+00,5.552145996094e+02,1.646972000599e-01,2.926678061485e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
6.269364166260e+01,6.383237075806e+01,7.513872528076e+01,1.641842163086e+03,2.084810546875e+03,3.416708740234e+03,1.183756332397e+02,6.781461914062e+03,-6.877991370857e-03,1.221624825121e-05,1.057182216644e+01,3.043554687500e+01,4.476934432983e+00,4.344276905060e+00,1.105258666992e+03,0.000000000000e+00,0.000000000000e+00
2.005530548096e+02,2.204017486572e+02,2.443844604492e+02,6.288001098633e+02,6.244827270508e+02,3.377393188477e+02,3.856815185547e+02,1.367143188477e+03,-5.636244313791e-04,1.071507449524e-05,7.222287178040e+00,5.345003509521e+01,-4.528966546059e-01,2.306687116623e+00,5.987464599609e+02,1.342628430575e-02,1.324601750821e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.385725250244e+02,2.482275085449e+02,2.498740234375e+02,4.912635498047e+02,3.023402099609e+02,2.172201232910e+02,4.255746765137e+02,8.760058593750e+02,3.540405014064e-04,1.627502228985e-06,3.221109390259e+00,3.833820724487e+01,-4.123032093048e-01,2.100161790848e+00,5.324288330078e+02,5.253565032035e-03,5.225942935795e-03
2.443990936279e+02,2.503874359131e+02,2.493240203857e+02,4.564136352539e+02,3.340998840332e+02,2.879920654297e+02,4.297376708984e+02,1.003597534180e+03,1.347153920506e-05,2.470176241332e-06,2.777558326721e+00,4.299510574341e+01,-3.514006733894e-01,1.461544275284e+00,3.735186157227e+02,0.000000000000e+00,0.000000000000e+00
2.448367004395e+02,2.505954132080e+02,2.497542724609e+02,3.819091796875e+02,2.309341125488e+02,1.502106475830e+02,4.303749084473e+02,6.717480468750e+02,1.240296551259e-04,1.942784138009e-06,3.457751750946e+00,5.520384597778e+01,-4.889123737812e-01,1.004978895187e+00,2.536333618164e+02,1.121690403670e-02,1.109106279910e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
