1.699406738281e+02,2.100063476562e+02,2.432748107910e+02,6.615530395508e+02,7.760394897461e+02,5.894591064453e+02,3.640029907227e+02,1.699985961914e+03,3.560304758139e-04,2.977645635838e-06,4.001793861389e+00,3.610958480835e+01,-3.692080378532e-01,2.642166614532e+00,6.604288940430e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.261432189941e+02,2.488335723877e+02,2.497476654053e+02,4.182721557617e+02,1.814685211182e+02,1.355496826172e+02,4.191303710938e+02,5.145175781250e+02,9.350940672448e-05,1.385404971188e-06,2.660983800888e+00,2.648404693604e+01,-2.895658314228e-01,2.486821413040e+00,6.280039672852e+02,8.059316314757e-05,8.058130333666e-05
2.336527404785e+02,2.507565155029e+02,2.508636322021e+02,3.154125366211e+02,4.798908233643e+01,2.298401451111e+01,4.250119323730e+02,1.800362548828e+02,8.052228076849e-05,4.455076123122e-06,1.572653532028e+00,4.743465423584e+00,-9.873169660568e-02,1.904973149300e+00,4.760936584473e+02,1.022754330188e-02,1.012293528765e-02
2.434145812988e+02,2.497866668701e+02,2.487366485596e+02,2.717397766113e+02,2.310995941162e+02,1.841840057373e+02,4.285257568359e+02,6.040357666016e+02,1.212645802298e-04,4.114203875361e-06,2.609117746353e+00,1.375619506836e+01,-2.627693116665e-01,1.761936426163e+00,4.412769470215e+02,9.236314333975e-03,9.150985628366e-03
1.007272720337e+02,1.083116912842e+02,1.374415588379e+02,6.390034179688e+02,1.349097656250e+03,2.579934570312e+03,2.025923614502e+02,4.291950195312e+03,-6.893312558532e-03,1.757809877745e-05,4.472476959229e+00,5.904381752014e+00,3.151803255081e+00,6.119501590729e+00,1.641798950195e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.215281982422e+02,2.435467376709e+02,2.481390991211e+02,5.509748535156e+02,3.104858398438e+02,1.626693115234e+02,4.125666198730e+02,7.691411743164e+02,2.963144288515e-05,4.476357389649e-06,3.359467744827e+00,2.509612464905e+01,-2.822131216526e-01,2.272209405899e+00,5.716764526367e+02,4.264647141099e-02,5.178842693567e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
