2.473179321289e+02,2.498357238770e+02,2.463599090576e+02,3.014482727051e+02,2.396069641113e+02,3.207726440430e+02,4.293171691895e+02,7.961031494141e+02,1.111171295634e-04,2.690357177926e-06,3.104715585709e+00,2.801001358032e+01,-3.925939500332e-01,1.039588212967e+00,2.651374511719e+02,0.000000000000e+00,0.000000000000e+00
1.333481903076e+02,1.235753707886e+02,1.358683624268e+02,1.072248291016e+03,8.624187011719e+02,1.153532592773e+03,2.282738800049e+02,2.492079589844e+03,-4.163282457739e-03,1.820229408622e-05,9.523120880127e+00,1.499303722382e+01,2.912932872772e+00,3.124813556671e+00,8.242769165039e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.396688079834e+02,2.418679962158e+02,2.397251739502e+02,5.697350463867e+02,5.485526123047e+02,4.780220642090e+02,4.166569824219e+02,1.396910888672e+03,1.462537911721e-03,1.708792115096e-05,7.368571758270e+00,2.662948608398e+01,-9.800983071327e-01,1.804541230202e+00,4.894996643066e+02,1.956775784492e-02,1.918485201895e-02
1.249920120239e+02,1.221549530029e+02,1.320287475586e+02,1.145486572266e+03,1.098095336914e+03,1.233580322266e+03,2.205572509766e+02,2.808067626953e+03,-4.280408378690e-03,4.145758430241e-05,9.591674804688e+00,1.554075622559e+01,2.330471754074e+00,4.116571903229e+00,9.249800415039e+02,7.987220771611e-03,7.923424243927e-03
2.450526275635e+02,2.487855682373e+02,2.478616027832e+02,3.102216186523e+02,2.106634521484e+02,8.874701690674e+01,4.283541870117e+02,5.038701171875e+02,3.414991806494e-05,2.741250852978e-07,9.225811004639e+00,3.361327743530e+01,-1.058455467224e+00,1.881638646126e+00,5.020994873047e+02,0.000000000000e+00,0.000000000000e+00
2.499720764160e+02,2.524236907959e+02,2.487309722900e+02,1.125258178711e+02,8.054834747314e+01,1.533536987305e+02,4.336884155273e+02,2.913416748047e+02,1.114979459089e-04,5.540072834265e-06,1.952976226807e+00,2.392052078247e+01,-2.984113097191e-01,4.217579364777e-01,1.111124877930e+02,0.000000000000e+00,0.000000000000e+00
2.497303009033e+02,2.522041320801e+02,2.491490936279e+02,1.768181304932e+02,1.222959594727e+02,1.543770904541e+02,4.336346130371e+02,4.210729370117e+02,3.070646198466e-05,3.563656036931e-08,1.622828006744e+00,2.050872230530e+01,-2.319365441799e-01,2.387469708920e-01,6.257082366943e+01,3.715170314535e-03,3.701460780576e-03
2.463442993164e+02,2.501589660645e+02,2.476818389893e+02,4.247097167969e+02,2.430333862305e+02,2.057463378906e+02,4.297606811523e+02,7.585201416016e+02,1.373522245558e-04,6.278480213950e-06,3.379227161407e+00,3.767527008057e+01,-4.377193152905e-01,5.514200925827e-01,1.413569793701e+02,1.191977038980e-02,2.369756065309e-02
1.541506805420e+02,1.544109649658e+02,1.672602691650e+02,4.411964721680e+02,2.307353057861e+02,7.668504638672e+02,2.760295715332e+02,8.276385498047e+02,-4.995762370527e-03,5.343423617887e-05,4.391833782196e+00,3.166438579559e+00,7.678788304329e-01,3.966965675354e+00,8.834306640625e+02,0.000000000000e+00,0.000000000000e+00
6.675434112549e+01,7.540653991699e+01,6.554376220703e+01,5.530166015625e+02,6.645045776367e+02,6.201100463867e+02,1.205727844238e+02,1.736993164062e+03,-4.902318469249e-04,1.534742114018e-05,4.426713943481e+00,1.928311538696e+01,4.109899699688e-01,2.559518098831e+00,6.479530639648e+02,3.302665660158e-03,4.235345404595e-03
6.772215270996e+01,6.690860748291e+01,6.836647796631e+01,1.825674285889e+02,1.851022338867e+02,2.826794128418e+02,1.175625228882e+02,5.646011352539e+02,-3.074380510952e-04,4.395580162964e-06,2.839463472366e+00,5.494025707245e+00,3.255044221878e-01,2.480493307114e+00,6.208799438477e+02,4.667975753546e-02,4.450078681111e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
7.565830993652e+01,7.295925140381e+01,8.504388427734e+01,8.608702850342e+01,3.835880661011e+01,2.519414672852e+02,1.358877410889e+02,1.905999755859e+02,-7.151848170906e-03,5.245780994301e-05,7.591910362244e+00,1.510440349579e+01,4.063686847687e+00,3.782418251038e+00,1.003309753418e+03,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
1.454306945801e+02,1.563366394043e+02,1.672871246338e+02,1.751046875000e+03,1.735659667969e+03,1.818341918945e+03,2.720505981445e+02,4.869789550781e+03,-2.084593754262e-03,4.825267023989e-05,1.421046447754e+01,7.544295310974e+00,1.253523945808e+00,1.346482276917e+00,3.222759094238e+02,0.000000000000e+00,0.000000000000e+00
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
