1.545613861084e+02,1.706738586426e+02,2.140298767090e+02,5.480753173828e+02,4.193328857422e+02,5.095039062500e+02,3.147477722168e+02,1.235345825195e+03,-1.939860230777e-04,7.369356353593e-06,3.568188190460e+00,8.758542060852e+00,1.268217414618e-01,2.559475660324e+00,6.411964721680e+02,2.753368392587e-02,3.547922521830e-02
1.778038177490e+02,1.967717285156e+02,2.346587982178e+02,6.258354492188e+02,6.713383178711e+02,8.294437866211e+02,3.544049682617e+02,1.928337524414e+03,-1.195496733999e-04,1.139247160609e-05,5.158843994141e+00,2.233993911743e+01,-1.449389308691e-01,2.149544954300e+00,5.262180175781e+02,7.294015586376e-02,6.761988997459e-02
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
2.135425415039e+02,2.297661743164e+02,2.421754913330e+02,8.505617065430e+02,7.357380981445e+02,5.571305541992e+02,3.966875915527e+02,1.827570922852e+03,1.359493471682e-04,1.995239836106e-05,4.212836742401e+00,2.032785987854e+01,-2.837106883526e-01,2.215724229813e+00,5.667317504883e+02,2.008227407932e-01,2.423928081989e-01
2.272968902588e+02,2.353429565430e+02,2.397725982666e+02,1.034991455078e+03,8.954415893555e+02,7.277568969727e+02,4.059868774414e+02,2.380199218750e+03,4.879154439550e-04,5.824965410284e-05,4.797363281250e+00,2.594344711304e+01,-4.752500951290e-01,2.306731462479e+00,5.903728027344e+02,1.780146807432e-01,2.883346080780e-01
2.054337310791e+02,2.141548309326e+02,2.211355590820e+02,2.582947753906e+03,2.273173828125e+03,1.959340576172e+03,3.707770385742e+02,6.300781738281e+03,6.885519833304e-04,4.735749826068e-05,9.041697502136e+00,5.961399078369e+01,-8.700206279755e-01,2.674180746078e+00,6.562754516602e+02,1.433521062136e-01,1.708747595549e-01
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
